#
# U.S. Geological Survey, National Water Information System
# Surface water measurements
#
# Retrieved: 2024-04-08 17:47:15 EDT     (caww01)
#
# Further descriptions of the columns and codes used can be found at:
# https://help.waterdata.usgs.gov/output-formats#streamflow_measurement_data
#
# Data for the following 1 site(s) are contained in this file
#  USGS 12200500 SKAGIT RIVER NEAR MOUNT VERNON, WA
# -----------------------------------------------------------------------------------
#
#
agency_cd	site_no	measurement_nu	measurement_dt	tz_cd	q_meas_used_fg	party_nm	site_visit_coll_agency_cd	gage_height_va	discharge_va	measured_rating_diff	gage_va_change	gage_va_time	control_type_cd	discharge_cd	chan_nu	chan_name	meas_type	streamflow_method	velocity_method	chan_discharge	chan_width	chan_area	chan_velocity	chan_stability	chan_material	chan_evenness	long_vel_desc	horz_vel_desc	vert_vel_desc	chan_loc_cd	chan_loc_dist
USGS	12200500	599	2020-11-09 10:54:26	PST	Yes	KFJ/JJM	USGS	18.22	25400	Good	0.06	0.20	Clear	NONE	1	Main	BRDS	QADCP	VADCP	25400	684	7090	3.58	SOFT	SAND	EVEN	STDY	UNEV	STND	UPST	75.00
USGS	12200500	600	2020-12-14 09:34:33	PST	Yes	KFJ/CGB	USGS	15.06	15900	Fair	0.06	0.27	Clear	NONE	1	Main	BRDS	QADCP	VADCP	15900	677	5000	3.18	SOFT	SAND	UNEV	STDY	EVEN	STND	UPST	100.00
USGS	12200500	601	2021-01-26 10:35:16	PST	Yes	KFJ/JJM	USGS	14.71	15100	Fair		0.60	Clear	NONE	1	Main	BRDS	QADCP	VADCP	15100	668	4580	3.29	SOFT	SAND	UNEV	STDY	EVEN	STND	UPST	100.00
USGS	12200500	602	2021-03-18 11:48:35	PDT	Yes	KFJ/JRM	USGS	13.15	11000	Good		0.24	DebrisLight	NONE	1	Main	MBOT	QADCP	VADCP	11000	534	3600	3.07	SOFT	SAND	UNEV	STDY	UNEV	STND	DNST	50.00
USGS	12200500	603	2021-05-07 10:58:00	PDT	Yes	KFJ/JRM	USGS	15.22	16500	Good	0.06	0.35	Clear	NONE	1	Main	MBOT	QADCP	VADCP	16500	578	4990	3.31	SOFT	SAND	UNEV	STDY	EVEN	STND	DNST	100.00
USGS	12200500	604	2021-06-16 10:44:13	PDT	Yes	KFJ/JBG	USGS	18.57	26400	Good	0.07		Clear	NONE	1	Main	BRDS	QADCP	VADCP	26400	680	7500	3.52	SOFT	SAND	UNEV	STDY	UNEV	STND	UPST	100.00
USGS	12200500	605	2021-08-03 09:55:41	PDT	Yes	KFJ/RAL	USGS	12.24	8940	Poor	0.01	0.28	Clear	NONE	1	Main	BRDS	QADCP	VADCP	8940	611	3150	2.84	SOFT	SAND	UNEV	STDY	UNEV	STND	UPST	100.00
USGS	12200500	606	2021-09-20 19:16:45	PDT	Yes	JRM	USGS	14.51	15600	Good	0.04	1.00	Clear	NONE	1	main	BRDS	QADCP	VADCP	15600	674	5150	3.04	SOFT	SAND	UNEV	UNSP	UNEV	UNSP	UPST	100.00
USGS	12200500	607	2021-10-29 14:48:16	PDT	Yes	BJH/JBG	USGS	28.59	69500	Good	0.04	0.25	Clear	NONE	1	main	BRDS	QADCP	VADCP	69500	762	15400	4.50	FIRM	GRVL	EVEN	STDY	EVEN	STND	UPST	100.00
USGS	12200500	608	2021-11-16 08:42:18	PST	Yes	JBG/AMO/BJH	USGS	36.74	124000	Good	-0.03	0.42	Clear	NONE	1	main	BRDS	QADCP	VADCP	124000	800	20700	5.99	FIRM	GRVL	EVEN	PULS	EVEN	STND	ATGA	0.00
USGS	12200500	609	2021-11-16 09:29:30	PST	Yes	JBG/AMO/BJH	USGS	36.72	125000	Fair	-0.03	0.75	Clear	NONE	1	check	BRDS	QSCMM	VADCP	125000	826	19900	6.27	FIRM	GRVL	EVEN	PULS	EVEN	STND	ATGA	0.00
USGS	12200500	610	2022-01-21 15:30:04	PST	Yes	JRM	USGS	20.04	32600	Good	0.08	0.50	Clear	NONE	1	main	BRDS	QADCP	VADCP	32600	686	7270	4.48	UNSP	UNSP	UNEV	UNSP	EVEN	UNSP	UPST	50.00
USGS	12200500	611	2022-03-22 13:06:57	PDT	Yes	JRM	USGS	14.52	15000	Fair	0.00	2.00	Clear	NONE	1	main	BRDS	QADCP	VADCP	15000	662	4360	3.44	FIRM	GRVL	UNEV	UNSP	UNEV	UNSP	ATGA	0.00
USGS	12200500	612	2022-05-11 13:37:16	PDT	Yes	JRM	USGS	13.66	13900	Poor	0.00	1.00	Clear	NONE	1	main	BRDS	QADCP	VADCP	13900	668	4270	3.26	SOFT	GRVL	UNEV	UNSP	UNEV	UNSP	ATGA	0.00
USGS	12200500	613	2022-06-17 11:01:54	PDT	Yes	JRM/KFJ/MA	USGS	17.75	25000	Good	0.00	0.50	Clear	NONE	1	main	MBOT	QADCP	VADCP	25000	609	5640	4.44	SOFT	GRVL	UNEV	UNSP	UNEV	UNSP	ATGA	0.00
USGS	12200500	614	2022-08-04 11:19:14	PDT	Yes	JRM	USGS	13.72	12700	Poor	0.02	0.50	Clear	NONE	1	main	BRDS	QADCP	VADCP	12700	663	4240	2.99	SOFT	GRVL	UNEV	UNSP	UNEV	UNSP	ATGA	0.00
USGS	12200500	615	2022-08-04 14:07:35	PDT	Yes	JRM	USGS	13.65	12100	Fair	0.00	0.30	Clear	NONE	1	main	MBOT	QADCP	VADCP	12100	577	5410	2.23	SOFT	GRVL	EVEN	UNSP	EVEN	UNSP	UPST	2500.00
USGS	12200500	616	2022-09-21 16:30:00	PDT	Yes	JRM	USGS	11.24	7490	Good	0.02	0.50	DebrisLight	NONE	1	main	MBOT	QADCP	VADCP	7490	367	3910	1.92	UNSP	UNSP	EVEN	UNSP	EVEN	UNSP	UPST	2500.00
USGS	12200500	617	2022-11-16 13:59:44	PST	Yes	JRM	USGS	11.63	8320	Good	0.01	1.00	DebrisLight	NONE	1	main	MBOT	QADCP	VADCP	8320	402	4290	1.94	FIRM	CBLS	EVEN	UNSP	UNEV	UNSP	UPST	2000.00
USGS	12200500	618	2023-01-06 14:30:11	PST	Yes	JRM	USGS	15.12	17300	Good	0.00	1.00	DebrisLight	NONE	1	main	BRDS	QADCP	VADCP	17300	670	4670	3.70	SOFT	CBLS	UNEV	UNSP	UNEV	UNSP	ATGA	0.00
USGS	12200500	619	2023-03-08 16:15:00	PST	Yes	JRM	USGS	11.60	8630	Fair	0.04	0.50	DebrisModerate	NONE	1	main	MBOT	QADCP	VADCP	8630	369	3890	2.22	SOFT	GRVL	EVEN	PULS	UNEV	UNSP	UPST	2100.00
USGS	12200500	620	2023-05-01 17:03:48	PDT	Yes	JRM	USGS	17.53	24300	Fair	0.02	0.75	DebrisLight	NONE	1	main	BRDS	QADCP	VADCP	24300	671	6710	3.62	SOFT	GRVL	UNEV	UNSP	UNEV	UNSP	ATGA	0.00
USGS	12200500	621	2023-06-21 11:38:07	PDT	Yes	JRM	USGS	12.44	9880	Good	0.01	2.00	DebrisLight	NONE	1	main	MBOT	QADCP	VADCP	9880	410	4080	2.42	SOFT	GRVL	EVEN	UNSP	EVEN	UNSP	UPST	4000.00
USGS	12200500	622	2023-08-09 15:45:00	PDT	Yes	JRM	USGS	10.76	6770	Fair	0.01	0.50	DebrisLight	NONE	1	main	MBOT	QADCP	VADCP	6770	378	3370	2.01	FIRM	GRVL	EVEN	UNSP	EVEN	UNSP	UPST	2100.00
USGS	12200500	623	2023-11-03 13:37:21	PDT	Yes	JRM	USGS	17.41	23700	Good	0.08	0.25	DebrisLight	NONE	1	main	BRDS	QADCP	VADCP	23700	667	6750	3.50	SOFT	CBLS	UNEV	UNSP	UNEV	UNSP	ATGA	0.00
USGS	12200500	624	2023-12-06 09:51:22	PST	Yes	JBG/CGB	USGS	29.44	75700	Good	0.03	0.24	Clear	MEAS	1	main	BRDS	QADCP	VADCP	76100	728	15100	5.02	FIRM	SAND	EVEN	STDY	EVEN	STND	UPST	40.00
USGS	12200500	625	2024-02-08 10:47:07	PST	Yes	GWH	USGS	13.53	12100	Fair	-0.05	0.40	Clear	NONE	1	main	BRDS	QADCP	VADCP	12100	653	3830	3.15	FIRM	GRVL	EVEN	PULS	EVEN	STND	ATGA	0.00
USGS	12200500	626	2024-03-19 14:15:53	PDT	Yes	SRW/CDB	USGS	14.53	15300	Fair	0.11	1.00	Clear	NONE	1	Main	CWAY	QADCP	VADCP	15300	650	4550	3.36	FIRM	GRVL	UNEV	PULS	UNSP	STND	UPST	15.00
